,0,1,2,3,4,5,6
275,株式会社平成ハイヤー | ★月収50～60万円の先輩もいます★月8～9日休み★免許取得支援有,【選べる固定給制or歩合給制（売上の50％）】会員制ハイヤーサービスのドライバー職　★流し営業ナシ！待機時間が少なく、堅実に収入UPを目指せます♪,【20～40代男女活躍中／未経験歓迎】◆要普免（AT限定可／取得1年以上）★二種免許取得支援＆独自研修で“一流のハイヤードライバー”に育てます！,★転勤なし ★車通勤OK 【港支所】 東京都港区新橋1-12-10 康楽ビル6F 【アクセス】 J…,【固定給制】月給30万円〜 【歩合給制】月給18万円+歩合給（売上の50％） ※入社後3ヶ月間は固定給からス…,360万円～600万円,https://tenshoku.mynavi.jp/jobinfo-281973-3-1-1/?ty=0&searchId=1275580469&pageNum=6&showNo=27
276,株式会社サーバントップ | 完全土日祝休み ／ 年間休日120日 ／ 残業少なめ ／ 転勤なし,【成約率は約7割・粗利の最大25％をインセンティブで還元】幅広い業界の企業様へ向け、お金や時間などのコストを省く商品・サービスをご案内します。,【未経験歓迎！】 ◆学歴・男女不問 ※「今より良い環境で、高収入を手にしたい」「正当に評価され、見合った報酬を手にしたい」そんな方はぜひ当社へ,東京(秋葉原駅スグ／新築高層ビル)の一等地！ ※転勤なし ＼オープニング！今年できたばかりのオシャ…,月給：25万円以上 ※経験・年齢を考慮の上、当社規定により優遇 ※固定残業代：4万3000円：30時間〜分含…,450万円～750万円,https://tenshoku.mynavi.jp/jobinfo-234671-3-11-1/?ty=0&searchId=1275580469&pageNum=6&showNo=28
277,株式会社丸藤 | 平均月収30万円以上！自分の裁量で活躍できる新しい働き方を実現,★普通自動車免許（AT限定でも可）があればOK！★ 軽自動車で小荷物のルート配送をお任せします。理想の働き方を実現可能。しっかり稼げます！,《未経験者歓迎！決して難しくない仕事なので安心してスタート可能！》◎要普免 ☆学歴・年齢不問！ ☆ほとんどが未経験スタートです♪,★各エリアごとの配送となります。 ■鹿児島県鹿児島市 ■鹿児島県霧島市 ■佐賀県鳥栖市 ■福岡県福…,◆完全出来高制 ※荷物ひとつあたり、130〜160円 【モデル月収例】 ▼繁忙期 ＜ガッツリ稼ぎたい Aさん…,https://tenshoku.mynavi.jp/jobinfo-282955-3-2-1/?ty=0&searchId=1275580469&pageNum=6&showNo=29,
278,株式会社ISOI | ＼今年も業績好調／★応募者全員とお会いします ★WEB面接もOK,組立作業をお任せします ※将来もなくならない仕事 ★残業ほぼなし＆実働7時間20分 ★頑張り次第でどんどん昇給！入社半年で4.5万円昇給した例も,【学歴不問！初めての正社員という方も歓迎！】人物重視／未経験・第二新卒歓迎／2019年度既卒もOK／2～3年かけてじっくり育成！焦らなくてOKです,《転勤なし／マイカー通勤可》 *京都本社／京都市南区上鳥羽卯ノ花町 (近鉄 上鳥羽口駅より徒歩8分…,"月給23万5,000円〜32万9,000円＋諸手当＋賞与 【月収例】 31歳/月収42万円 25歳/月収31万7,000円 ※経…",https://tenshoku.mynavi.jp/jobinfo-271771-3-3-1/?ty=0&searchId=1275580469&pageNum=6&showNo=30,
279,株式会社LNJ小泉 | （ロジネットジャパングループ）,□■普通自動車免許（AT限定でOK）ではじめる、しっかり稼げる軽貨物配達■□,＜経験はいっさい不問！免許さえあればスタートできます＞★職種・業界経験、社会人経験、学歴、ブランク…すべて不問！,埼玉県戸田市美女木東2-5-1　丸井戸田商品センター,月給32万円以上 ※月40時間相当（6万6000円〜）のみなし残業代が含まれています。 超過分については追加…,400万円～450万円,https://tenshoku.mynavi.jp/jobinfo-283103-3-1-1/?ty=0&searchId=1275580469&pageNum=6&showNo=31
280,東山管理センター株式会社 | 【公共案件多数でどんな時も安定】★希望の休み＆給与を選択可★,下水道・道路のメンテナンスなどをお任せします。自走式テレビカメラや高圧洗浄車など、最新の装備と技術力で実績は関西トップクラス。,＼未経験歓迎！育てるための採用／◆要普免 ◆40歳までの方(※) ★転勤もなく、ずっと京都に腰を落ち着けて働けます！,京都府京都市山科区勧修寺南大日町51-1 ★転勤ナシ ★マイカー・バイク通勤OK 県外＆U・Iター…,完全週休2日制…月給20〜29万円＋諸手当 週休2日制………月給23.5〜35万円＋諸手当 ※希望に応じて選択可…,300万円～600万円,https://tenshoku.mynavi.jp/jobinfo-159536-3-16-1/?ty=0&searchId=1275580469&pageNum=6&showNo=32
281,有限会社エアテック | 景気に左右されない安定感が強み！◆決算賞与あり◆面接1回のみ,＜年収600万円以上も目指せる！＞ダイキン製品(家庭用・業務用エアコンなど)を中心とした、修理・点検・メンテナンスをお任せします！,＜未経験・第二新卒歓迎／学歴・資格不問＞「機械いじりが好き」「自由にのびのびと働きたい」「手に職をつけてガッツリ稼ぎたい」という方はぜひ◎,■直行直帰OK！ ■社用車支給あり 【横浜サービスステーション】 神奈川県横浜市青葉区新石川3-3…,【月給】25万円〜＋歩合 ※上記は最低保証額です。 ※毎月の売上額に応じて、別途歩合を支給します。 ※…,https://tenshoku.mynavi.jp/jobinfo-282404-3-1-1/?ty=0&searchId=1275580469&pageNum=6&showNo=33,
282,株式会社ヒビヤト | 経験者大歓迎！頑張りはしっかり給与に反映◆100％面接保証,《コアメンバーとして活躍》大型ビジネスタワーやアミューズメント施設など有名施設の空調・水まわり用配管施工やメンテナンスをお任せします,【応募条件：社会人経験をお持ちの方】こんな方はぜひ⇒資格を取りたい、安定した収入がほしい等★残業ほぼなし、有給取得推奨、住宅手当、退職金あり,—★転勤なし！池袋駅から6分「小竹向原駅」 —★現場へは直行直帰になります！ 関東（東京・埼玉・神…,"日給月給22万7,500円〜44万5,000円 ★モデル年収 26歳／470万円 ※経験・年齢を考慮の上、当社規定により…",300万円～550万円,https://tenshoku.mynavi.jp/jobinfo-261898-3-2-1/?ty=0&searchId=1275580469&pageNum=6&showNo=34
283,奈良建設株式会社 | よこはまグッドバランス賞受賞／東証一部上場企業との取引多数,《東京・神奈川の案件がほとんど》《1つの現場に専念！モノづくりに集中できる環境◎》■マンションや公共施設などの施工管理をお任せします。,【応募条件】建築施工管理の経験がある方(年数不問)※施工管理技士の資格があれば尚可／「ずっと神奈川で働きたい」という方はぜひ◎,本社／神奈川県横浜市港北区新横浜1-13-3 ※転居を伴う転勤はありません！ 【アクセス】 各線「…,"■施工管理の資格もしくは、RC造・S造の施工管理経験がある方 月給30〜60万円(一律手当1万5,000円含む) …",400万円～800万円,https://tenshoku.mynavi.jp/jobinfo-282774-3-1-1/?ty=0&searchId=1275580469&pageNum=6&showNo=35
284,株式会社明輝ハウス | 月給30万円～保証／週休2日／残業少なめ／役職手当最大10万円,【圧倒的な成約率！1日平均1件！だからインセンティブも大充実】ハウスクリーニングやリフォームサービスのご案内　★ポストチャンスも豊富！,【未経験の方必見！営業経験・学歴一切不問】★第二新卒も歓迎 ★100％人物重視 ★収入・キャリアアップを叶えたい方はぜひ！※ヘアカラー、ネイルOK,【転勤なし！転居を伴う転勤はありません】 千葉県柏市柏3-5-7　オークビル2F 《アクセス》 J…,月給30万円以上＋歩合給＋賞与年2回 ※経験、年齢、能力の考慮の上決定します ※試用期間中3ヶ月の給与は…,400万円～800万円,https://tenshoku.mynavi.jp/jobinfo-267662-3-3-1/?ty=0&searchId=1275580469&pageNum=6&showNo=36
285,ハインツ日本株式会社 | ≪WEB面接実施中≫世界でお馴染みのクラフト・ハインツ日本法人,【フレックス制＆年休128日】支払処理・資金管理・税金支払関連・年次決算処理などをお任せします。★グローバルな職場で英語を使って仕事できます,【語学を活かせて活躍できます！】応募条件◆大卒以上 ◆経理経験 ◆ビジネスレベルの英語力(英文メール必須) ◆エクセルを使用できる方,本社／東京都台東区浅草橋 5-20-8 CSタワー11F,年俸480万〜580万円　＋　業績変動賞与 ＜月収例＞約40万〜48万円 ※年齢・経験・能力を考慮の上、当社規…,480万円～580万円,https://tenshoku.mynavi.jp/jobinfo-181972-3-3-1/?ty=0&searchId=1275580469&pageNum=6&showNo=37
286,横浜エンジニアリング株式会社 | 【配管・設備施工】東京・横浜・川崎の水道施設指定工事店！,【確かな実績と信頼で成長中の企業】◆都内を中心とした新築マンションなどの給排水・空調工事をお任せします。◆管理職・教育担当のキャリアもOK！,【ポテンシャル重視の採用方針】◆要普免（AT可）「今後、配管工としてバリバリ働いて稼ぎたい方」「セカンドキャリアを考える方」ともに歓迎します！,【本社】 神奈川県横浜市都筑区東山田4-11-27 東京、神奈川、千葉、埼玉県に勤務地があります。…,【経験者】月給:30万円〜40万円＋インセンティブ 【未経験者】月給:18万円〜＋インセンティブ ※年齢、…,360万円～1000万円,https://tenshoku.mynavi.jp/jobinfo-283035-3-1-1/?ty=0&searchId=1275580469&pageNum=6&showNo=38
287,鳥羽建設株式会社 | 滋賀本社／月給25万円～スタート／昨年度の賞与平均4ヶ月分以上,【滋賀県内の案件がほとんど／基本的に残業なし】橋をキレイに長く使えるようにメンテナンスや、補修・補強工事をお任せします。,【未経験者歓迎】■35歳までの方（※）■要普通免許（AT可）★人柄や意欲重視の採用です ★先輩のほとんどが未経験から入社して活躍しています！,本社／滋賀県甲賀市水口町山3858-281 ※マイカー通勤OK ※U・Iターン歓迎 ※滋賀県の現場…,月給25万円〜＋諸手当 ※経験・年齢を考慮の上、当社規定により優遇します ※当社の平均年収は600万円で…,400万円～600万円,https://tenshoku.mynavi.jp/jobinfo-273973-3-3-1/?ty=0&searchId=1275580469&pageNum=6&showNo=39
